计数            温度            样品电压          样品电流          霍尔电势          磁场强度          励磁电流
1689          296.6         0.0529        0.1413        -0.0486       -9.3          0.1380
1690          296.6         0.0526        0.1413        -0.0448       -8.4          0.1240
1691          296.6         0.0523        0.1413        -0.0403       -8.4          0.1090
1692          296.6         0.0519        0.1413        -0.0363       -7.5          0.0920
1693          296.6         0.0517        0.1413        -0.0326       -6.7          0.0710
1694          296.6         0.0515        0.1413        -0.0281       -5.9          0.0590
1695          296.6         0.0512        0.1413        -0.0240       -5.0          0.0460
1696          296.6         0.0510        0.1413        -0.0202       -4.0          0.0260
1697          296.6         0.0509        0.1413        -0.0156       -3.4          0.0260
1698          296.6         0.0508        0.1413        -0.0115       -2.7          0.0100
1699          296.6         0.0507        0.1413        -0.0096       -2.7          0.0050
1700          296.6         0.0506        0.1413        -0.0048       -1.7          0.0250
1701          296.6         0.0506        0.1413        0.0007        -0.8          0.0390
1702          296.6         0.0506        0.1413        0.0044        -0.1          0.0570
1703          296.6         0.0506        0.1413        0.0081        0.7           0.0700
1704          296.6         0.0508        0.1413        0.0133        1.5           0.0700
1705          296.6         0.0509        0.1413        0.0171        2.4           0.0920
1706          296.6         0.0509        0.1412        0.0207        3.2           0.1020
1707          296.6         0.0510        0.1413        0.0259        3.2           0.1240
1708          296.6         0.0513        0.1413        0.0296        4.0           0.1360
1709          296.6         0.0515        0.1413        0.0335        4.8           0.1560
1710          296.6         0.0518        0.1413        0.0369        5.7           0.1560
1711          296.6         0.0521        0.1413        0.0420        5.7           0.1780
1712          296.6         0.0525        0.1412        0.0457        6.9           0.1990
1713          296.6         0.0527        0.1412        0.0502        7.7           0.2110
1714          296.6         0.0531        0.1413        0.0542        8.6           0.2270
1715          296.6         0.0534        0.1412        0.0579        9.6           0.2440
1716          296.6         0.0538        0.1412        0.0622        10.4          0.2440
1717          296.6         0.0542        0.1412        0.0662        11.1          0.2630
1718          296.6         0.0546        0.1412        0.0698        12.0          0.2760
1719          296.6         0.0551        0.1413        0.0741        12.0          0.2920
1720          296.6         0.0556        0.1413        0.0781        12.8          0.3090
1721          296.6         0.0561        0.1413        0.0816        13.5          0.3300
1722          296.6         0.0566        0.1413        0.0859        14.3          0.3420
1723          296.6         0.0571        0.1412        0.0895        15.2          0.3550
1724          296.6         0.0576        0.1413        0.0930        16.1          0.3740
1725          296.6         0.0582        0.1413        0.0967        16.9          0.3740
1726          296.6         0.0586        0.1413        0.1009        16.9          0.3880
1727          296.6         0.0593        0.1413        0.1040        17.8          0.4060
1728          296.6         0.0598        0.1413        0.1073        18.5          0.4270
1729          296.6         0.0602        0.1413        0.1116        19.4          0.4410
1730          296.6         0.0609        0.1413        0.1147        20.1          0.4580
1731          296.6         0.0614        0.1413        0.1179        21.1          0.4720
1732          296.6         0.0619        0.1413        0.1220        21.7          0.4720
1733          296.6         0.0626        0.1413        0.1250        22.5          0.4930
1734          296.6         0.0632        0.1413        0.1278        22.5          0.5040
1735          296.6         0.0636        0.1413        0.1316        23.3          0.5260
1736          296.6         0.0641        0.1413        0.1341        24.6          0.5470
1737          296.6         0.0645        0.1413        0.1364        25.4          0.5470
1738          296.6         0.0650        0.1413        0.1393        25.4          0.5580
1739          296.6         0.0654        0.1413        0.1412        26.4          0.5800
1740          296.6         0.0658        0.1413        0.1430        27.0          0.6000
1741          296.6         0.0661        0.1413        0.1446        28.0          0.6000
1742          296.6         0.0664        0.1413        0.1465        29.3          0.6210
1743          296.6         0.0668        0.1414        0.1479        29.3          0.6340
1744          296.6         0.0670        0.1414        0.1492        29.9          0.6540
1745          296.6         0.0673        0.1413        0.1506        30.9          0.6700
1746          296.6         0.0675        0.1413        0.1519        31.9          0.6700
1747          296.6         0.0678        0.1414        0.1529        31.9          0.6880
1748          296.6         0.0680        0.1413        0.1541        32.8          0.7100
1749          296.6         0.0683        0.1413        0.1553        33.6          0.7310
1750          296.6         0.0685        0.1413        0.1565        34.4          0.7430
1751          296.6         0.0687        0.1413        0.1575        35.4          0.7430
1752          296.6         0.0690        0.1413        0.1583        36.2          0.7640
1753          296.6         0.0691        0.1413        0.1591        37.0          0.7750
1754          296.6         0.0693        0.1414        0.1603        37.0          0.7970
1755          296.6         0.0696        0.1414        0.1611        37.8          0.8080
